id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9
27236373-27236373_analysis_4	1	3	1	0	0	0	0	0	0
27236373-27236373_analysis_5	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_6	1	2	0	0	0	0	0	0	0
27236373-27236373_analysis_7	0	0	0	0	0	0	0	0	0
27250977-27250977_analysis_0	0	7	0	0	0	0	0	0	0
27250977-27250977_analysis_1	0	0	0	0	0	0	0	0	0
27313976-27313976_analysis_0	0	9	0	0	0	0	0	0	0
27375133-27375133_analysis_0	0	3	0	0	0	0	0	0	0
27375133-27375133_analysis_1	0	14	6	0	0	0	0	0	0
27375133-27375133_analysis_2	0	8	1	0	0	0	0	0	0
27375133-27375133_analysis_3	0	4	6	0	0	0	0	0	0
27375449-27375449_analysis_0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_1	0	4	1	0	0	0	0	0	0
27375449-27375449_analysis_2	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_3	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_4	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_5	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_6	0	1	0	0	0	0	0	0	0
27424063-27424063_analysis_0	2	4	0	0	0	0	0	0	0
27424063-27424063_analysis_1	0	5	1	0	0	0	0	0	0
27424063-27424063_analysis_2	0	1	0	0	0	0	0	0	0
27424063-27424063_analysis_3	0	0	0	0	0	0	0	0	0
27431759-27431759_analysis_0	0	2	2	0	0	0	0	0	0
27431759-27431759_analysis_1	0	0	0	0	0	0	0	0	0
27431759-27431759_analysis_2	0	1	1	0	0	0	0	0	0
27431759-27431759_analysis_3	0	0	0	0	0	0	0	0	0
27431759-27431759_analysis_4	1	0	1	0	0	0	0	0	0
27431759-27431759_analysis_5	0	6	1	0	0	0	0	0	0
27458349-27458349_analysis_0	0	1	0	0	0	0	0	0	0
27458349-27458349_analysis_1	0	0	0	0	0	0	0	0	0
27458349-27458349_analysis_2	0	1	1	0	0	0	0	0	0
27458349-27458349_analysis_3	0	3	0	0	0	0	0	0	0
27477020-27477020_analysis_0	1	0	1	0	0	0	0	0	0
27477020-27477020_analysis_1	0	0	1	0	0	0	0	0	0
27494142-27494142_analysis_0	0	1	2	0	0	0	0	0	0
27494142-27494142_analysis_1	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_2	0	0	1	0	0	0	0	0	0
27494142-27494142_analysis_3	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_4	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_5	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_0	0	11	0	0	0	0	0	0	0
27531389-27531389_analysis_1	0	9	0	0	0	0	0	0	0
27531389-27531389_analysis_10	0	4	2	0	0	0	0	0	0
27531389-27531389_analysis_11	0	3	0	0	0	0	0	0	0
27531389-27531389_analysis_12	0	1	0	0	0	0	0	0	0
27531389-27531389_analysis_13	0	4	0	0	0	0	0	0	0
27531389-27531389_analysis_2	0	12	0	0	0	0	0	0	0
27531389-27531389_analysis_3	0	4	0	0	0	0	0	0	0
27531389-27531389_analysis_4	1	1	1	0	0	0	0	0	0
27531389-27531389_analysis_5	2	1	2	0	0	0	0	0	0
27531389-27531389_analysis_6	0	6	0	0	0	0	0	0	0
27531389-27531389_analysis_7	0	2	0	0	0	0	0	0	0
27531389-27531389_analysis_8	0	8	0	0	0	0	0	0	0
27531389-27531389_analysis_9	0	4	0	0	0	0	0	0	0
27538473-27538473_analysis_0	0	2	0	0	0	0	0	0	0
27538473-27538473_analysis_1	0	0	0	0	0	0	0	0	0
27568587-27568587_analysis_0	0	2	0	0	0	0	0	0	0
27613508-27613508_analysis_0	0	4	1	0	0	0	0	0	0
27613508-27613508_analysis_1	0	3	0	0	0	0	0	0	0
27622781-27622781_analysis_0	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_1	0	1	2	0	0	0	0	0	0
27622781-27622781_analysis_2	0	1	2	0	0	0	0	0	0
27622781-27622781_analysis_3	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_4	0	5	0	0	0	0	0	0	0
27622781-27622781_analysis_5	0	1	0	0	0	0	0	0	0
27796303-27796303_analysis_0	0	3	1	0	0	0	0	0	0
27796303-27796303_analysis_1	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_2	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_3	1	4	0	0	0	0	0	0	0
27796303-27796303_analysis_4	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_5	0	2	3	0	0	0	0	0	0
27796303-27796303_analysis_6	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_7	0	0	1	0	0	0	0	0	0
27796303-27796303_analysis_8	0	0	0	0	0	0	0	0	0
27859899-27859899_analysis_0	0	8	0	0	0	0	0	0	0
27859899-27859899_analysis_1	0	9	0	0	0	0	0	0	0
27889465-27889465_analysis_0	0	2	0	0	0	0	0	0	0
27889465-27889465_analysis_1	0	0	0	0	0	0	0	0	0
27894892-27894892_analysis_0	0	0	0	0	0	0	0	0	0
27898705-27898705_analysis_0	0	3	0	0	0	0	0	0	0
27898705-27898705_analysis_1	0	0	1	0	0	0	0	0	0
27913157-27913157_analysis_0	1	4	0	0	0	0	0	0	0
27913157-27913157_analysis_1	0	1	5	0	0	0	0	0	0
27913157-27913157_analysis_2	0	0	0	0	0	0	0	0	0
27913157-27913157_analysis_3	2	0	0	0	0	0	0	0	0
27913157-27913157_analysis_4	0	2	0	0	0	0	0	0	0
27913157-27913157_analysis_5	0	0	0	0	0	0	0	0	0
27978778-27978778_analysis_0	0	4	2	0	0	0	0	0	0
27978778-27978778_analysis_1	0	2	0	0	0	0	0	0	0
27978778-27978778_analysis_2	0	2	0	0	0	0	0	0	0
27978778-27978778_analysis_3	0	2	0	0	0	0	0	0	0
27979699-27979699_analysis_0	0	7	0	0	0	0	0	0	0
27989775-27989775_analysis_0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_1	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_2	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_3	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_4	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_5	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_6	0	0	0	0	0	0	0	0	0
28088652-28088652_analysis_0	0	16	1	0	0	0	0	0	0
28088652-28088652_analysis_1	0	37	7	0	0	0	0	0	0
28088652-28088652_analysis_2	5	28	8	0	0	0	0	0	0
28088652-28088652_analysis_3	0	10	3	0	0	0	0	0	0
28093278-28093278_analysis_0	0	0	1	0	0	0	0	0	0
28093278-28093278_analysis_1	1	0	1	0	0	0	0	0	0
28093278-28093278_analysis_10	0	1	1	0	0	0	0	0	0
28093278-28093278_analysis_11	1	0	1	0	0	0	0	0	0
28093278-28093278_analysis_2	0	2	0	0	0	0	0	0	0
28093278-28093278_analysis_3	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_4	0	4	0	0	0	0	0	0	0
28093278-28093278_analysis_5	0	1	0	0	0	0	0	0	0
28093278-28093278_analysis_6	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_7	0	1	1	0	0	0	0	0	0
28093278-28093278_analysis_8	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_9	1	0	0	0	0	0	0	0	0
28108394-28108394_analysis_0	4	27	6	0	0	0	0	0	0
28180069-28180069_analysis_0	1	3	0	0	0	0	0	0	0
28199713-28199713_analysis_0	0	1	1	0	0	0	0	0	0
28199713-28199713_analysis_1	0	0	0	0	0	0	0	0	0
28199713-28199713_analysis_2	0	1	0	0	0	0	0	0	0
28199713-28199713_analysis_3	0	3	0	0	0	0	0	0	0
28199713-28199713_analysis_4	0	0	0	0	0	0	0	0	0
28199713-28199713_analysis_5	0	0	0	0	0	0	0	0	0
28215391-28215391_analysis_0	0	2	0	0	0	0	0	0	0
28215391-28215391_analysis_1	0	2	1	0	0	0	0	0	0
28215391-28215391_analysis_2	0	0	1	0	0	0	0	0	0
28237296-28237296_analysis_0	0	25	3	0	0	0	0	0	1
28237296-28237296_analysis_1	0	5	1	0	0	0	0	0	0
28254454-28254454_analysis_0	0	6	0	0	0	0	0	0	0
28254454-28254454_analysis_1	0	6	0	0	0	0	0	0	0
28254454-28254454_analysis_10	0	1	0	0	0	0	0	0	0
28254454-28254454_analysis_11	0	1	0	0	0	0	0	0	0
28254454-28254454_analysis_12	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_2	0	5	0	0	0	0	0	0	0
28254454-28254454_analysis_3	0	1	0	0	0	0	0	0	0
28254454-28254454_analysis_4	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_5	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_6	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_7	0	1	0	0	0	0	0	0	0
28254454-28254454_analysis_8	1	2	0	0	0	0	0	0	0
28254454-28254454_analysis_9	0	0	0	0	0	0	0	0	0
28263829-28263829_analysis_0	0	0	0	0	0	0	0	0	0
28263829-28263829_analysis_1	0	1	1	0	0	0	0	0	0
28284787-28284787_analysis_0	0	14	2	0	0	0	0	0	0
28284787-28284787_analysis_1	0	10	2	0	0	0	0	0	0
28284787-28284787_analysis_2	0	9	3	0	0	0	0	0	0
28284787-28284787_analysis_3	0	11	2	0	0	0	0	0	0
28284787-28284787_analysis_4	0	8	2	0	0	0	0	0	0
28284787-28284787_analysis_5	0	9	0	0	0	0	0	0	0
28284787-28284787_analysis_6	0	5	1	0	0	0	0	0	0
28291690-28291690_analysis_0	0	2	1	0	0	0	0	0	0
28291690-28291690_analysis_1	0	2	2	0	0	0	0	0	0
28291690-28291690_analysis_2	0	3	1	0	0	0	0	0	0
28291690-28291690_analysis_3	0	2	0	0	0	0	0	0	0
28291690-28291690_analysis_4	0	0	1	0	0	0	0	0	0
28291690-28291690_analysis_5	0	3	0	0	0	0	0	0	0
28384509-28384509_analysis_0	0	10	0	0	0	0	0	0	0
28477977-28477977_analysis_0	0	0	1	0	0	0	0	0	0
28477977-28477977_analysis_1	0	4	0	0	0	0	0	0	0
28477977-28477977_analysis_2	0	3	0	0	0	0	0	0	0
28477977-28477977_analysis_3	0	5	4	0	0	0	0	0	0
28477977-28477977_analysis_4	0	4	0	0	0	0	0	0	0
28477977-28477977_analysis_5	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_6	0	14	3	0	0	0	0	0	0
28477977-28477977_analysis_7	0	14	2	0	0	0	0	0	0
28504911-28504911_analysis_0	1	3	1	0	0	0	0	0	0
28504911-28504911_analysis_1	1	5	1	0	0	0	0	0	0
28504911-28504911_analysis_2	1	0	0	0	0	0	0	0	0
28504911-28504911_analysis_3	0	2	1	0	0	0	0	0	0
28504911-28504911_analysis_4	0	3	1	0	0	0	0	0	0
28551067-28551067_analysis_0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_1	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_2	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_3	0	1	1	0	0	0	0	0	0
28551067-28551067_analysis_4	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_5	0	0	0	0	0	0	0	0	0
28575475-28575475_analysis_0	0	2	3	0	0	0	0	0	0
28575506-28575506_analysis_0	0	3	0	0	0	0	0	0	0
28575506-28575506_analysis_1	1	1	0	0	0	0	0	0	0
28575506-28575506_analysis_2	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_3	0	1	0	0	0	0	0	0	0
28575506-28575506_analysis_4	0	0	1	0	0	0	0	0	0
28583386-28583386_analysis_0	0	6	6	0	0	0	0	0	0
28583386-28583386_analysis_1	0	5	4	0	0	0	0	0	0
28583386-28583386_analysis_2	0	0	0	0	0	0	0	0	0
28592863-28592863_analysis_0	0	1	0	0	0	0	0	0	0
28592863-28592863_analysis_1	0	1	0	0	0	0	0	0	0
28592863-28592863_analysis_2	0	1	0	0	0	0	0	0	0
28592863-28592863_analysis_3	0	1	0	0	0	0	0	0	0
28619530-28619530_analysis_0	0	0	1	0	0	0	0	0	0
28619530-28619530_analysis_1	0	0	1	0	0	0	0	0	0
28619530-28619530_analysis_2	1	2	1	0	0	0	0	0	0
28619530-28619530_analysis_3	1	3	2	0	0	0	0	0	0
28619530-28619530_analysis_4	0	0	0	0	0	0	0	0	0
28619530-28619530_analysis_5	0	1	0	0	0	0	0	0	0
28627941-28627941_analysis_0	1	5	0	0	0	0	0	0	0
28627941-28627941_analysis_1	0	6	2	0	0	0	0	0	0
28627941-28627941_analysis_2	0	3	0	0	0	0	0	0	0
28661076-28661076_analysis_0	2	0	0	0	0	0	0	0	0
28669909-28669909_analysis_0	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_1	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_10	0	2	0	0	0	0	0	0	0
28669909-28669909_analysis_2	0	5	0	0	0	0	0	0	0
28669909-28669909_analysis_3	0	2	0	0	0	0	0	0	0
28669909-28669909_analysis_4	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_5	0	3	0	0	0	0	0	0	0
28669909-28669909_analysis_6	0	3	0	0	0	0	0	0	0
28669909-28669909_analysis_7	0	2	1	0	0	0	0	0	0
28669909-28669909_analysis_8	0	2	0	0	0	0	0	0	0
28669909-28669909_analysis_9	0	4	0	0	0	0	0	0	0
28735169-28735169_analysis_0	0	14	0	0	0	0	0	0	0
28735169-28735169_analysis_1	0	12	0	0	0	0	0	0	0
28735169-28735169_analysis_2	0	1	0	0	0	0	0	0	0
28735643-28735643_analysis_0	0	3	0	0	0	0	0	0	0
28762475-28762475_analysis_0	0	19	5	0	0	0	0	0	0
28779909-28779909_analysis_0	0	2	0	0	0	0	0	0	0
28793242-28793242_analysis_0	0	2	0	0	0	0	0	0	0
28793242-28793242_analysis_1	1	1	1	0	0	0	0	0	0
28793242-28793242_analysis_2	1	1	0	0	0	0	0	0	0
28793242-28793242_analysis_3	2	1	0	0	0	0	0	0	0
28844425-28844425_analysis_0	0	4	0	0	0	0	0	0	0
28855682-28855682_analysis_0	0	0	0	0	0	0	0	0	0
28855682-28855682_analysis_1	0	1	0	0	0	0	0	0	0
28855682-28855682_analysis_2	0	1	0	0	0	0	0	0	0
28865901-28865901_analysis_0	1	36	5	0	0	0	0	0	0
28905269-28905269_analysis_0	0	5	0	0	0	0	0	0	0
28905269-28905269_analysis_1	0	4	0	0	0	0	0	0	0
28914498-28914498_analysis_0	0	2	0	0	0	0	0	0	0
28927730-28927730_analysis_0	0	7	0	0	0	0	0	0	0
28931014-28931014_analysis_0	0	3	0	0	0	0	0	0	0
28939856-28939856_analysis_0	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_1	0	3	0	0	0	0	0	0	0
28939856-28939856_analysis_2	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_3	0	4	1	0	0	0	0	0	0
28939856-28939856_analysis_4	0	1	0	0	0	0	0	0	0
28939856-28939856_analysis_5	0	7	2	0	0	0	0	0	0
28939856-28939856_analysis_6	0	3	1	0	0	0	0	0	0
28939856-28939856_analysis_7	0	1	0	0	0	0	0	0	0
28939856-28939856_analysis_8	0	1	0	0	0	0	0	0	0
28947180-28947180_analysis_0	0	0	1	0	0	0	0	0	0
28947180-28947180_analysis_1	0	0	0	0	0	0	0	0	0
28947790-28947790_analysis_0	0	15	2	0	0	0	0	0	0
28947790-28947790_analysis_1	0	6	3	0	0	0	0	0	0
28947790-28947790_analysis_2	0	8	1	0	0	0	0	0	0
28947790-28947790_analysis_3	0	0	1	0	0	0	0	0	0
28947790-28947790_analysis_4	0	11	0	0	0	0	0	0	0
28947790-28947790_analysis_5	0	1	0	0	0	0	0	0	0
28976039-28976039_analysis_0	0	0	2	0	0	0	0	0	0
28976039-28976039_analysis_1	0	0	0	0	0	0	0	0	0
28981837-28981837_analysis_0	1	7	3	0	0	0	0	0	0
29039129-29039129_analysis_0	0	2	0	0	0	0	0	0	0
29039129-29039129_analysis_1	0	0	0	0	0	0	0	0	0
29057532-29057532_analysis_0	0	2	2	0	0	0	0	0	0
29058352-29058352_analysis_0	0	0	1	0	0	0	0	0	0
29058352-29058352_analysis_1	1	3	0	0	0	0	0	0	0
29058352-29058352_analysis_2	0	4	0	0	0	0	0	0	0
29074403-29074403_analysis_0	0	3	0	0	0	0	0	0	0
29079809-29079809_analysis_0	0	3	2	0	0	0	0	0	0
29079809-29079809_analysis_1	0	6	1	0	0	0	0	0	0
29079809-29079809_analysis_2	0	6	1	0	0	0	0	0	0
29097704-29097704_analysis_0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_1	0	1	0	0	0	0	0	0	0
29097704-29097704_analysis_10	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_11	0	2	0	0	0	0	0	0	0
29097704-29097704_analysis_12	0	1	0	0	0	0	0	0	0
29097704-29097704_analysis_13	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_2	0	3	2	0	0	0	0	0	0
29097704-29097704_analysis_3	0	3	1	0	0	0	0	0	0
29097704-29097704_analysis_4	0	2	0	0	0	0	0	0	0
29097704-29097704_analysis_5	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_6	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_7	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_8	0	2	0	0	0	0	0	0	0
29097704-29097704_analysis_9	0	0	1	0	0	0	0	0	0
29105572-29105572_analysis_0	0	1	0	0	0	0	0	0	0
29146299-29146299_analysis_0	0	6	3	0	0	0	0	0	0
29164726-29164726_analysis_0	0	4	0	0	0	0	0	0	0
29174437-29174437_analysis_0	0	21	5	0	0	0	0	0	0
29221830-29221830_analysis_0	2	4	3	0	0	0	0	0	0
29221830-29221830_analysis_1	0	2	0	0	0	0	0	0	0
29221830-29221830_analysis_2	0	2	2	0	0	0	0	0	0
29221830-29221830_analysis_3	0	10	2	0	0	0	0	0	0
29221830-29221830_analysis_4	0	7	0	0	0	0	0	0	0
29221830-29221830_analysis_5	0	15	2	0	0	0	0	0	0
29250867-29250867_analysis_0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_1	0	1	0	0	0	0	0	0	0
29250867-29250867_analysis_10	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_2	0	2	0	0	0	0	0	0	0
29250867-29250867_analysis_3	0	0	1	0	0	0	0	0	0
29250867-29250867_analysis_4	0	3	0	0	0	0	0	0	0
29250867-29250867_analysis_5	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_6	1	0	0	0	0	0	0	0	0
29250867-29250867_analysis_7	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_8	0	2	1	0	0	0	0	0	0
29250867-29250867_analysis_9	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_0	0	14	3	0	0	0	0	0	0
29265483-29265483_analysis_1	0	8	0	0	0	0	0	0	0
29265483-29265483_analysis_2	3	0	4	0	0	0	0	0	0
29265483-29265483_analysis_3	0	2	1	0	0	0	0	0	0
29324862-29324862_analysis_0	0	6	2	0	0	0	0	0	0
29324862-29324862_analysis_1	0	1	1	0	0	0	0	0	0
29324862-29324862_analysis_2	0	8	1	0	0	0	0	0	0
29324862-29324862_analysis_3	0	3	1	0	0	0	0	0	0
29324862-29324862_analysis_4	0	2	1	0	0	0	0	0	0
29324862-29324862_analysis_5	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_6	0	1	0	0	0	0	0	0	0
29330483-29330483_analysis_0	0	3	0	0	0	0	0	0	0
29330483-29330483_analysis_1	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_10	0	6	0	0	0	0	0	0	0
29330483-29330483_analysis_11	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_2	0	8	0	0	0	0	0	0	0
29330483-29330483_analysis_3	1	4	0	0	0	0	0	0	0
29330483-29330483_analysis_4	0	6	0	0	0	0	0	0	0
29330483-29330483_analysis_5	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_6	0	4	0	0	0	0	0	0	0
29330483-29330483_analysis_7	0	0	0	0	1	0	0	0	0
29330483-29330483_analysis_8	0	2	0	0	0	0	0	0	0
29330483-29330483_analysis_9	0	1	0	1	0	0	0	0	0
29366950-29366950_analysis_0	0	5	2	0	0	0	0	0	0
29388854-29388854_analysis_0	0	10	1	0	0	0	0	0	0
29396415-29396415_analysis_0	0	12	0	0	0	0	0	0	0
29396415-29396415_analysis_1	0	14	0	0	0	0	0	0	0
29396415-29396415_analysis_2	0	2	0	0	0	0	0	0	0
29432769-29432769_analysis_0	0	0	1	0	0	0	0	0	0
29432769-29432769_analysis_1	1	0	1	0	0	0	0	0	0
29432769-29432769_analysis_10	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_2	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_3	0	2	0	0	0	0	0	0	0
29432769-29432769_analysis_4	0	1	0	0	0	0	0	0	0
29432769-29432769_analysis_5	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_6	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_7	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_8	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_9	0	0	0	0	0	0	0	0	0
29518712-29518712_analysis_0	2	19	2	0	0	0	0	0	0
29518712-29518712_analysis_1	0	5	1	0	0	0	0	0	0
29554540-29554540_analysis_0	0	4	1	0	0	0	0	0	0
29582502-29582502_analysis_0	0	10	2	0	0	0	0	0	0
29582502-29582502_analysis_1	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_2	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_3	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_4	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_5	0	0	0	0	0	0	0	0	0
29587625-29587625_analysis_0	0	0	0	0	0	0	0	0	0
29587625-29587625_analysis_1	0	0	0	0	0	0	0	0	0
29587625-29587625_analysis_2	0	0	0	0	0	0	0	0	0
29587625-29587625_analysis_3	0	0	0	0	0	0	0	0	0
29587625-29587625_analysis_4	0	0	0	0	0	0	0	0	0
29601981-29601981_analysis_0	0	0	0	0	0	0	0	0	0
29601981-29601981_analysis_1	0	0	1	0	0	0	0	0	0
29601981-29601981_analysis_2	0	0	0	0	0	0	0	0	0
29601981-29601981_analysis_3	0	2	1	0	0	0	0	0	0
29601981-29601981_analysis_4	0	2	0	0	0	0	0	0	0
29628271-29628271_analysis_0	0	2	0	0	0	0	0	0	0
29628271-29628271_analysis_1	0	4	0	0	0	0	0	0	0
29723244-29723244_analysis_0	1	8	2	0	0	0	0	0	0
29740753-29740753_analysis_0	0	9	0	0	0	0	0	0	0
29740753-29740753_analysis_1	0	13	0	0	0	0	0	0	0
29740753-29740753_analysis_2	0	23	0	0	0	0	0	0	0
29777673-29777673_analysis_0	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_1	0	0	1	0	0	0	0	0	0
29777673-29777673_analysis_2	0	0	1	0	0	0	0	0	0
29777673-29777673_analysis_3	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_4	0	1	0	0	0	0	0	0	0
29777673-29777673_analysis_5	0	4	0	0	0	0	0	0	0
29777673-29777673_analysis_6	1	3	0	0	0	0	0	0	0
29806978-29806978_analysis_0	0	3	1	0	0	0	0	0	0
29813018-29813018_analysis_0	0	1	1	0	0	0	0	0	0
29813018-29813018_analysis_1	1	1	2	0	0	0	0	0	0
29813018-29813018_analysis_10	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_11	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_12	0	0	1	0	0	0	0	0	0
29813018-29813018_analysis_13	0	1	0	0	0	0	0	1	0
29813018-29813018_analysis_14	1	0	0	0	0	0	0	0	0
29813018-29813018_analysis_15	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_16	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_17	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_18	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_19	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_2	0	1	1	0	0	0	0	0	0
29813018-29813018_analysis_20	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_21	0	3	1	0	0	0	0	0	0
29813018-29813018_analysis_22	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_3	0	3	2	0	0	0	0	0	0
29813018-29813018_analysis_4	0	3	0	0	0	0	0	0	0
29813018-29813018_analysis_5	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_6	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_7	0	2	0	0	0	0	0	0	0
29813018-29813018_analysis_8	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_9	0	0	0	0	0	0	0	0	0
29845005-29845005_analysis_0	6	22	3	0	0	0	0	0	0
29845005-29845005_analysis_1	2	0	1	0	0	0	0	0	0
29885085-29885085_analysis_0	0	6	0	0	0	0	0	0	0
29885085-29885085_analysis_1	0	3	0	0	0	0	0	0	0
29890323-29890323_analysis_0	0	12	1	0	0	0	0	0	0
29890323-29890323_analysis_1	1	0	0	0	0	0	0	0	0
29890323-29890323_analysis_2	0	6	0	0	0	0	0	0	0
29890323-29890323_analysis_3	0	1	2	0	0	0	0	0	0
29890323-29890323_analysis_4	0	16	1	0	0	0	0	0	0
29890323-29890323_analysis_5	2	3	0	0	0	0	0	0	0
29891257-29891257_analysis_0	0	4	11	0	0	0	0	0	0
29891257-29891257_analysis_1	0	4	4	0	0	0	0	0	0
29891257-29891257_analysis_2	0	2	2	0	0	0	0	0	0
29915004-29915004_analysis_0	0	0	0	0	0	0	0	0	0
29915004-29915004_analysis_1	0	10	0	0	0	0	0	0	0
29915004-29915004_analysis_2	1	7	2	0	0	0	0	0	0
29915004-29915004_analysis_3	0	4	1	0	0	0	0	0	0
29915004-29915004_analysis_4	2	0	1	0	0	0	0	0	0
29915004-29915004_analysis_5	0	8	0	0	0	0	0	0	0
29915004-29915004_analysis_6	0	4	3	0	0	0	0	0	0
29915004-29915004_analysis_7	1	1	0	0	0	0	0	0	0
29925465-29925465_analysis_0	1	4	0	0	0	0	0	0	0
29925465-29925465_analysis_1	0	1	0	0	0	0	0	0	0
29925465-29925465_analysis_10	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_2	1	4	0	0	0	0	0	0	0
29925465-29925465_analysis_3	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_4	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_5	1	2	0	0	0	0	0	0	0
29925465-29925465_analysis_6	0	1	0	0	0	0	0	0	0
29925465-29925465_analysis_7	0	1	0	0	0	0	0	0	0
29925465-29925465_analysis_8	0	1	0	0	0	0	0	0	0
29925465-29925465_analysis_9	0	1	0	0	0	0	0	0	0
29943174-29943174_analysis_0	0	1	0	0	0	0	0	0	0
29992485-29992485_analysis_0	0	0	0	0	0	0	0	0	0
29992485-29992485_analysis_1	0	11	0	0	0	0	0	0	0
30038232-30038232_analysis_0	0	5	1	0	0	0	0	0	0
30038232-30038232_analysis_1	0	5	1	0	0	0	0	0	0
30056560-30056560_analysis_0	2	8	1	0	0	0	0	0	0
30056560-30056560_analysis_1	3	4	0	0	0	0	0	0	0
30077577-30077577_analysis_0	1	3	1	0	0	0	0	0	0
30091324-30091324_analysis_0	1	1	0	0	0	0	0	0	0
30110668-30110668_analysis_0	0	0	3	0	0	0	0	0	0
30225341-30225341_analysis_0	1	1	2	0	0	0	0	0	0
30225341-30225341_analysis_1	0	0	0	0	0	0	0	0	0
